name,sample,x,y,z,timestamp,00:0B:86:96:63:A0,00:0B:86:96:70:C2,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:7A:7F,00:1A:1E:F3:67:A0,04:8D:38:04:4E:86,0C:9D:92:02:8B:20,16:11:32:9D:2B:30,16:11:32:9D:30:3A,40:B0:76:34:03:48,44:A5:6E:41:9B:BA,6C:F3:7F:31:FA:22,B8:A3:86:57:17:67,DC:FB:02:61:9E:31
wlan0,4,9.64,-0.33,1.01,1621499852.9767578,-61.0,-52.0,-34.0,-43.0,-38.0,-37.0,-68.0,-70.0,-65.0,-38.0,-40.0,-40.0,-48.0,-57.0,-71.0,-75.0,-59.0
wlan1,0,9.64,-0.33,1.01,1621499859.6128304,-69.0,-53.0,-39.0,-49.0,-45.0,-45.0,-71.0,-83.0,-73.0,-43.0,-39.0,-49.0,-51.0,-65.0,-83.0,-73.0,-69.0
wlan1,1,9.64,-0.33,1.01,1621499864.1037939,-81.0,-43.0,-39.0,-49.0,-41.0,-47.0,-71.0,-85.0,-71.0,-43.0,-39.0,-49.0,-51.0,-65.0,-85.0,-73.0,-63.0
wlan1,2,9.64,-0.33,1.01,1621499868.6114414,-75.0,-43.0,-41.0,-55.0,-45.0,-47.0,-71.0,-83.0,-65.0,-43.0,-41.0,-49.0,-51.0,-65.0,-85.0,-75.0,-69.0
wlan1,3,9.64,-0.33,1.01,1621499873.174728,-71.0,-55.0,-41.0,-51.0,-45.0,-47.0,-71.0,-83.0,-71.0,-41.0,-41.0,-51.0,-51.0,-63.0,-83.0,-69.0,-69.0
wlan1,4,9.64,-0.33,1.01,1621499877.7154355,-71.0,-45.0,-41.0,-51.0,-45.0,-47.0,-71.0,-83.0,-75.0,-43.0,-41.0,-51.0,-51.0,-65.0,-83.0,-71.0,-69.0
wlan2,0,9.64,-0.33,1.01,1621499884.3430169,-61.0,-39.0,-37.0,0.0,-29.0,-31.0,0.0,-71.0,-61.0,-39.0,0.0,-43.0,-49.0,0.0,-73.0,-73.0,-65.0
wlan2,1,9.64,-0.33,1.01,1621499888.860898,-61.0,-47.0,-37.0,0.0,-29.0,-29.0,0.0,-75.0,-61.0,-37.0,-37.0,-43.0,-49.0,0.0,-79.0,-73.0,-63.0
wlan2,2,9.64,-0.33,1.01,1621499893.2721875,-61.0,-49.0,-69.0,0.0,-27.0,-29.0,0.0,-71.0,-63.0,-37.0,-37.0,-43.0,-49.0,-57.0,-73.0,-75.0,-63.0
wlan2,3,9.64,-0.33,1.01,1621499897.8063102,-61.0,-41.0,-37.0,-43.0,-29.0,-31.0,0.0,-73.0,-57.0,-37.0,-37.0,-43.0,-49.0,-59.0,-75.0,-73.0,-63.0
wlan2,4,9.64,-0.33,1.01,1621499902.319013,-61.0,-49.0,-37.0,-41.0,-29.0,-31.0,0.0,-73.0,-65.0,-37.0,-37.0,-43.0,-49.0,-59.0,-67.0,-73.0,-63.0
wlan0,0,9.64,1.52,1.01,1621513278.5868168,0.0,-49.0,-28.0,-51.0,-33.0,-39.0,-70.0,0.0,-57.0,-35.0,-30.0,-53.0,-45.0,-57.0,0.0,-63.0,-51.0
wlan0,1,9.64,1.52,1.01,1621513282.73641,0.0,-41.0,-29.0,-44.0,-36.0,-42.0,-58.0,0.0,-55.0,-32.0,-30.0,-42.0,-62.0,-50.0,-72.0,-63.0,-51.0
wlan0,2,9.64,1.52,1.01,1621513286.8284776,0.0,-41.0,-30.0,-47.0,-33.0,-39.0,-69.0,0.0,-56.0,-33.0,-67.0,-42.0,-45.0,-57.0,-72.0,-51.0,-57.0
wlan0,3,9.64,1.52,1.01,1621513291.1101227,-56.0,-43.0,-30.0,-47.0,-34.0,-38.0,-69.0,0.0,-56.0,-39.0,-37.0,-42.0,-58.0,-63.0,-72.0,-61.0,-56.0
wlan0,4,9.64,1.52,1.01,1621513295.2338386,-56.0,-43.0,-26.0,-49.0,-30.0,-39.0,-69.0,0.0,-56.0,-29.0,-37.0,-42.0,-50.0,-63.0,-72.0,-57.0,-61.0
wlan1,0,9.64,1.52,1.01,1621513301.848864,-71.0,-57.0,-43.0,-57.0,-41.0,-49.0,0.0,-79.0,-73.0,-41.0,0.0,-57.0,-55.0,0.0,-79.0,-69.0,-71.0
wlan1,1,9.64,1.52,1.01,1621513306.3148124,-73.0,-55.0,-43.0,-57.0,-43.0,-47.0,0.0,-81.0,-73.0,-41.0,0.0,-53.0,-57.0,-69.0,-83.0,-65.0,-67.0
wlan1,2,9.64,1.52,1.01,1621513310.8121245,-71.0,-53.0,-43.0,-55.0,-43.0,-47.0,0.0,-79.0,-59.0,-39.0,-55.0,-53.0,-55.0,-75.0,-77.0,-63.0,-73.0
wlan1,3,9.64,1.52,1.01,1621513315.3375776,-61.0,-53.0,-41.0,-57.0,-39.0,-49.0,0.0,-81.0,-61.0,-43.0,-55.0,-63.0,-53.0,-67.0,-77.0,-65.0,-67.0
wlan1,4,9.64,1.52,1.01,1621513319.8952374,-61.0,-57.0,-43.0,-57.0,-39.0,-47.0,-67.0,-81.0,-71.0,-41.0,-55.0,-57.0,-47.0,-73.0,-77.0,-63.0,-71.0
wlan2,0,9.64,1.52,1.01,1621513325.0402286,0.0,-49.0,-29.0,-43.0,-35.0,-33.0,0.0,-73.0,-53.0,-29.0,0.0,0.0,-43.0,-65.0,0.0,-69.0,-57.0
wlan2,1,9.64,1.52,1.01,1621513329.5231829,-55.0,-43.0,-29.0,-43.0,-35.0,-39.0,-67.0,-71.0,-57.0,-31.0,0.0,0.0,-43.0,-65.0,-83.0,-69.0,-59.0
wlan2,2,9.64,1.52,1.01,1621513334.0376775,-63.0,-49.0,-29.0,-43.0,-33.0,-39.0,-67.0,-77.0,-59.0,-33.0,0.0,0.0,-45.0,-65.0,-83.0,-69.0,-59.0
wlan2,3,9.64,1.52,1.01,1621513338.5302596,-61.0,-43.0,-29.0,-43.0,-33.0,-39.0,-67.0,-71.0,-61.0,-33.0,0.0,0.0,-45.0,-67.0,-81.0,-69.0,-59.0
wlan2,4,9.64,1.52,1.01,1621513343.0578914,-55.0,-43.0,-29.0,-43.0,-33.0,-39.0,-67.0,-73.0,-61.0,-33.0,0.0,-49.0,-43.0,-67.0,-83.0,-69.0,-59.0
wlan0,0,8.42,2.13,1.01,1621508099.9170392,0.0,-43.0,-32.0,-35.0,-38.0,-35.0,-61.0,0.0,0.0,-32.0,-34.0,0.0,-46.0,-55.0,0.0,-60.0,-49.0
wlan0,1,8.42,2.13,1.01,1621508108.1300178,-63.0,-42.0,-30.0,-35.0,-67.0,-35.0,-61.0,0.0,-62.0,-33.0,-30.0,-35.0,-47.0,-55.0,0.0,-54.0,-49.0
wlan0,2,8.42,2.13,1.01,1621508112.4260695,-63.0,-43.0,-31.0,-34.0,-32.0,-39.0,-45.0,0.0,-62.0,-32.0,-56.0,-35.0,-46.0,-55.0,0.0,-59.0,-48.0
wlan0,3,8.42,2.13,1.01,1621508116.7936628,-63.0,-43.0,-30.0,-35.0,-35.0,-36.0,-45.0,0.0,-54.0,-31.0,-30.0,-40.0,-48.0,-58.0,0.0,-67.0,-49.0
wlan1,0,8.42,2.13,1.01,1621508123.3544483,0.0,-47.0,-41.0,-49.0,-39.0,-49.0,-67.0,-81.0,-51.0,-47.0,-39.0,-49.0,-55.0,0.0,-87.0,-77.0,-59.0
wlan1,1,8.42,2.13,1.01,1621508127.8506572,-71.0,-49.0,-39.0,-47.0,-41.0,-47.0,-67.0,-85.0,-63.0,-45.0,-39.0,-49.0,-59.0,-73.0,-83.0,-79.0,-59.0
wlan1,2,8.42,2.13,1.01,1621508132.3467412,-69.0,-49.0,-41.0,-49.0,-41.0,-49.0,-67.0,-81.0,-67.0,-45.0,-39.0,-49.0,-57.0,-73.0,-81.0,-79.0,-59.0
wlan1,3,8.42,2.13,1.01,1621508136.840703,-71.0,-49.0,-39.0,-49.0,-41.0,-49.0,-67.0,-79.0,-63.0,-45.0,-41.0,-49.0,-57.0,-73.0,-83.0,-73.0,-59.0
wlan1,4,8.42,2.13,1.01,1621508141.351724,-69.0,-49.0,-41.0,-49.0,-41.0,-49.0,-65.0,-83.0,-63.0,-45.0,-41.0,-49.0,-49.0,-73.0,-83.0,-73.0,-57.0
wlan2,0,8.42,2.13,1.01,1621508147.935644,0.0,0.0,-33.0,-33.0,-33.0,0.0,0.0,-73.0,-47.0,-29.0,-33.0,0.0,-51.0,0.0,-75.0,-73.0,-55.0
wlan2,1,8.42,2.13,1.01,1621508152.4282608,-57.0,-41.0,-33.0,-37.0,-35.0,0.0,0.0,-75.0,-45.0,-29.0,-35.0,0.0,-59.0,0.0,-75.0,-71.0,-53.0
wlan2,2,8.42,2.13,1.01,1621508156.9054725,-59.0,-41.0,-35.0,-37.0,-33.0,-35.0,0.0,-75.0,-47.0,-29.0,-35.0,-37.0,-59.0,0.0,-75.0,-73.0,-53.0
wlan2,3,8.42,2.13,1.01,1621508165.791717,-57.0,-47.0,-33.0,-37.0,-33.0,-35.0,-75.0,-71.0,-45.0,-31.0,-33.0,-35.0,-49.0,-61.0,-77.0,-73.0,-53.0
wlan0,0,9.64,2.74,1.01,1621512136.4352071,-62.0,-43.0,-29.0,-33.0,-42.0,-36.0,-62.0,-71.0,0.0,-31.0,0.0,0.0,-52.0,-52.0,-72.0,-65.0,0.0
wlan0,1,9.64,2.74,1.01,1621512140.701362,-59.0,-44.0,-29.0,-33.0,-41.0,-36.0,-61.0,-71.0,-52.0,-30.0,-30.0,-62.0,-48.0,-53.0,-72.0,-60.0,0.0
wlan0,2,9.64,2.74,1.01,1621512144.9187946,-59.0,-42.0,-28.0,-33.0,-40.0,-36.0,-61.0,-71.0,-50.0,-30.0,-60.0,-38.0,-64.0,-53.0,-72.0,-67.0,-54.0
wlan0,3,9.64,2.74,1.01,1621512149.1194575,-59.0,-38.0,-28.0,-32.0,-42.0,-37.0,-61.0,-71.0,-50.0,-29.0,-60.0,-38.0,-50.0,-53.0,-72.0,-59.0,-55.0
wlan0,4,9.64,2.74,1.01,1621512153.318849,-61.0,-45.0,-29.0,-34.0,-48.0,-36.0,-61.0,-71.0,-50.0,-31.0,-31.0,-38.0,-49.0,-53.0,-72.0,-58.0,-55.0
wlan1,0,9.64,2.74,1.01,1621512159.9123573,-57.0,-47.0,-41.0,0.0,-41.0,-47.0,-67.0,-85.0,-55.0,-45.0,0.0,-47.0,-53.0,0.0,0.0,-79.0,-67.0
wlan1,1,9.64,2.74,1.01,1621512164.3630412,-65.0,-47.0,-41.0,0.0,-45.0,-47.0,-59.0,-77.0,-69.0,-45.0,-43.0,-47.0,-51.0,-73.0,0.0,-83.0,-67.0
wlan1,2,9.64,2.74,1.01,1621512168.8068357,-59.0,-47.0,-41.0,-45.0,-43.0,-47.0,-67.0,-81.0,-71.0,-67.0,-43.0,-45.0,-51.0,-71.0,0.0,-81.0,-67.0
wlan1,3,9.64,2.74,1.01,1621512173.2841403,-67.0,-45.0,-41.0,-47.0,-43.0,-45.0,-67.0,-83.0,-67.0,-79.0,-41.0,-45.0,-51.0,-71.0,-87.0,-79.0,-65.0
wlan1,4,9.64,2.74,1.01,1621512177.8605225,-69.0,-47.0,-41.0,-47.0,-43.0,-45.0,-67.0,-83.0,-67.0,-43.0,-41.0,-47.0,-51.0,-71.0,-87.0,-79.0,-65.0
wlan2,0,9.64,2.74,1.01,1621512188.8128998,-57.0,-41.0,-27.0,0.0,-37.0,-35.0,0.0,0.0,-41.0,-37.0,-75.0,-37.0,-45.0,-61.0,0.0,-69.0,-59.0
wlan2,1,9.64,2.74,1.01,1621512193.2804053,-59.0,-41.0,-27.0,-33.0,-37.0,-37.0,0.0,-75.0,-49.0,-37.0,-29.0,-37.0,-47.0,-61.0,-79.0,-71.0,-59.0
wlan2,2,9.64,2.74,1.01,1621512197.7925575,-55.0,-47.0,-29.0,-33.0,-33.0,-35.0,-67.0,-75.0,-49.0,-39.0,-29.0,-37.0,-53.0,-61.0,-79.0,-69.0,-59.0
wlan2,3,9.64,2.74,1.01,1621512202.3301876,-55.0,-47.0,-29.0,-33.0,-33.0,-35.0,-71.0,-77.0,-63.0,-67.0,-29.0,-37.0,-51.0,-61.0,-79.0,-69.0,-59.0
wlan0,0,9.64,3.96,1.01,1621507033.6282315,0.0,-39.0,-27.0,-43.0,-37.0,-38.0,-52.0,-66.0,-52.0,-23.0,-27.0,-44.0,-50.0,0.0,-71.0,-59.0,-43.0
wlan0,1,9.64,3.96,1.01,1621507037.8700964,0.0,-38.0,-27.0,-46.0,-35.0,-37.0,-56.0,-66.0,-50.0,-22.0,-27.0,-46.0,-49.0,0.0,-71.0,-49.0,-46.0
wlan0,2,9.64,3.96,1.01,1621507042.0828426,-60.0,-38.0,-27.0,-42.0,-37.0,-37.0,-56.0,-71.0,-53.0,-22.0,-30.0,-43.0,-47.0,-64.0,-71.0,-62.0,-44.0
wlan0,3,9.64,3.96,1.01,1621507046.2962995,-60.0,-44.0,-29.0,-43.0,-38.0,-37.0,-56.0,-71.0,-52.0,-21.0,-30.0,-43.0,-47.0,-64.0,-71.0,-62.0,-44.0
wlan0,4,9.64,3.96,1.01,1621507050.512746,-60.0,-40.0,-26.0,-43.0,-37.0,-39.0,-56.0,-71.0,-50.0,-22.0,-30.0,-43.0,-48.0,-64.0,-72.0,-58.0,-45.0
wlan1,0,9.64,3.96,1.01,1621507057.1237464,0.0,0.0,-47.0,0.0,-41.0,-49.0,-71.0,-77.0,-63.0,-37.0,0.0,0.0,-59.0,-75.0,-79.0,-79.0,-59.0
wlan1,1,9.64,3.96,1.01,1621507061.6056151,0.0,-47.0,-47.0,0.0,-43.0,-47.0,-71.0,-77.0,-63.0,-37.0,0.0,-49.0,-47.0,-75.0,-77.0,-79.0,-61.0
wlan1,2,9.64,3.96,1.01,1621507066.0595925,0.0,-45.0,-47.0,0.0,-43.0,-47.0,-71.0,-79.0,-65.0,-39.0,-45.0,-47.0,-57.0,-75.0,-79.0,-77.0,-61.0
wlan1,3,9.64,3.96,1.01,1621507070.5489507,0.0,-45.0,-45.0,-47.0,-41.0,-45.0,-71.0,-77.0,-63.0,-37.0,-43.0,-47.0,-59.0,-75.0,-79.0,-81.0,-61.0
wlan1,4,9.64,3.96,1.01,1621507075.046686,0.0,-59.0,-45.0,-47.0,-41.0,-45.0,-71.0,-79.0,-63.0,-35.0,-43.0,-47.0,-57.0,-75.0,-87.0,-81.0,-61.0
wlan2,0,9.64,3.96,1.01,1621507086.3708081,-61.0,-43.0,-33.0,-39.0,-27.0,-35.0,-59.0,-69.0,-57.0,-27.0,-35.0,-39.0,-51.0,-59.0,-69.0,-63.0,-65.0
wlan2,1,9.64,3.96,1.01,1621507090.8806484,-59.0,-41.0,-33.0,-39.0,-27.0,-37.0,-59.0,-69.0,-57.0,-73.0,-33.0,-39.0,-51.0,-61.0,-75.0,-63.0,-65.0
wlan2,2,9.64,3.96,1.01,1621507095.3981256,-59.0,-43.0,-35.0,-39.0,-27.0,-35.0,-59.0,-69.0,-63.0,-25.0,-33.0,-41.0,-51.0,-59.0,-71.0,-59.0,-67.0
wlan2,3,9.64,3.96,1.01,1621507099.9255655,-59.0,-43.0,-35.0,-39.0,-27.0,-37.0,-59.0,-71.0,-63.0,-27.0,-33.0,-39.0,-49.0,-59.0,-71.0,-63.0,-69.0
wlan0,0,9.64,5.18,1.01,1621505284.0107186,0.0,-42.0,-26.0,-44.0,-30.0,-44.0,0.0,0.0,0.0,-31.0,-26.0,0.0,-46.0,0.0,-70.0,-62.0,-48.0
wlan0,1,9.64,5.18,1.01,1621505288.1795082,0.0,-38.0,-26.0,-41.0,-30.0,-38.0,0.0,0.0,-48.0,-31.0,-26.0,-42.0,-44.0,-55.0,-70.0,-64.0,-46.0
wlan0,2,9.64,5.18,1.01,1621505292.339755,-63.0,-41.0,-32.0,-42.0,-30.0,-40.0,-68.0,0.0,-46.0,-32.0,-27.0,-42.0,-45.0,-54.0,-70.0,-63.0,-46.0
wlan0,3,9.64,5.18,1.01,1621505296.5271366,-63.0,-39.0,-26.0,-42.0,-32.0,-40.0,-50.0,0.0,-46.0,-34.0,-28.0,-45.0,-47.0,-57.0,-70.0,-73.0,-44.0
wlan0,4,9.64,5.18,1.01,1621505300.821875,-63.0,-45.0,-27.0,-40.0,-37.0,-38.0,-62.0,0.0,-46.0,-25.0,-31.0,-41.0,-46.0,-58.0,-70.0,-65.0,-53.0
wlan0,5,9.64,5.18,1.01,1621505305.0902114,-63.0,-43.0,-26.0,-39.0,-38.0,-38.0,-62.0,0.0,-46.0,-30.0,-31.0,-39.0,-62.0,-57.0,-70.0,-65.0,-50.0
wlan1,0,9.64,5.18,1.01,1621505311.7620425,-67.0,-55.0,-41.0,-47.0,-47.0,-45.0,-73.0,-87.0,0.0,-41.0,-41.0,-47.0,-55.0,0.0,-81.0,-87.0,-57.0
wlan1,1,9.64,5.18,1.01,1621505316.2210505,-73.0,-51.0,-41.0,0.0,-47.0,-45.0,-73.0,-83.0,0.0,-45.0,0.0,-47.0,-55.0,0.0,-79.0,-79.0,-55.0
wlan1,2,9.64,5.18,1.01,1621505320.6838274,-73.0,-49.0,-43.0,-47.0,-47.0,-45.0,-73.0,-85.0,-71.0,-41.0,0.0,-47.0,-55.0,0.0,-81.0,-79.0,-75.0
wlan1,3,9.64,5.18,1.01,1621505325.1833992,-73.0,-49.0,-43.0,-49.0,-49.0,-45.0,-75.0,-89.0,-71.0,-41.0,-41.0,-47.0,-53.0,-67.0,-77.0,-79.0,-59.0
wlan1,4,9.64,5.18,1.01,1621505329.676057,-71.0,-53.0,-43.0,-49.0,-45.0,-45.0,-75.0,-81.0,-59.0,-43.0,-41.0,-47.0,-51.0,-67.0,-75.0,-77.0,-57.0
wlan2,0,9.64,5.18,1.01,1621505336.227072,-55.0,-47.0,-33.0,-43.0,-33.0,-37.0,0.0,-75.0,-55.0,-35.0,0.0,-43.0,0.0,0.0,-69.0,-73.0,-51.0
wlan2,1,9.64,5.18,1.01,1621505344.9943345,-61.0,-45.0,-33.0,-41.0,-33.0,-37.0,-67.0,-71.0,-53.0,-31.0,-33.0,-41.0,-51.0,-59.0,-75.0,-77.0,-63.0
wlan2,2,9.64,5.18,1.01,1621505351.788048,-61.0,-45.0,-33.0,-41.0,-33.0,-39.0,-67.0,-77.0,-55.0,-33.0,-33.0,-41.0,-51.0,-59.0,-75.0,-65.0,-55.0
wlan0,0,9.64,6.4,1.01,1621504220.3529205,0.0,-44.0,-47.0,-41.0,-36.0,-38.0,-59.0,-70.0,-58.0,-33.0,-41.0,-43.0,-45.0,0.0,0.0,-57.0,-50.0
wlan0,1,9.64,6.4,1.01,1621504224.5245476,-65.0,-45.0,-39.0,-41.0,-44.0,-39.0,-58.0,-71.0,-58.0,-38.0,-41.0,-40.0,-48.0,0.0,0.0,-61.0,-50.0
wlan0,2,9.64,6.4,1.01,1621504228.7820704,-63.0,-48.0,-37.0,-43.0,-36.0,-36.0,-57.0,-71.0,-56.0,-35.0,-44.0,-41.0,-44.0,0.0,0.0,-59.0,-48.0
wlan0,3,9.64,6.4,1.01,1621504232.9422107,-63.0,-63.0,-33.0,-41.0,-36.0,-35.0,-61.0,-71.0,-56.0,-32.0,-31.0,-41.0,-52.0,0.0,0.0,-61.0,-50.0
wlan0,4,9.64,6.4,1.01,1621504237.166765,-63.0,-44.0,-34.0,-41.0,-34.0,-36.0,-59.0,-71.0,-55.0,-32.0,-33.0,-38.0,-52.0,0.0,0.0,-61.0,-48.0
wlan1,0,9.64,6.4,1.01,1621504243.761679,0.0,-53.0,-45.0,-51.0,-41.0,-47.0,0.0,-83.0,-61.0,-45.0,-45.0,0.0,-59.0,-61.0,0.0,-81.0,-63.0
wlan1,1,9.64,6.4,1.01,1621504248.2414582,0.0,-51.0,-45.0,-51.0,-43.0,-47.0,0.0,-83.0,-63.0,-43.0,-45.0,-51.0,-75.0,-63.0,-85.0,-79.0,-65.0
wlan1,2,9.64,6.4,1.01,1621504252.746177,-77.0,-51.0,-43.0,-51.0,-39.0,-47.0,0.0,-89.0,-63.0,-43.0,-45.0,-51.0,-75.0,-63.0,-83.0,-81.0,-65.0
wlan1,3,9.64,6.4,1.01,1621504257.2447605,-77.0,-55.0,-45.0,-51.0,-43.0,-47.0,-73.0,-89.0,-61.0,-45.0,-45.0,-51.0,-57.0,-67.0,-85.0,-73.0,-65.0
wlan1,4,9.64,6.4,1.01,1621504265.9938607,-77.0,-49.0,-45.0,-51.0,-43.0,-47.0,-67.0,-89.0,-65.0,-43.0,-45.0,-51.0,-57.0,-69.0,-81.0,-81.0,-63.0
wlan2,0,9.64,6.4,1.01,1621504272.5532866,0.0,-45.0,-35.0,-37.0,-35.0,-43.0,-61.0,-77.0,-63.0,-35.0,-33.0,-37.0,-47.0,-61.0,-75.0,-69.0,-53.0
wlan2,1,9.64,6.4,1.01,1621504277.0371597,0.0,-41.0,-35.0,-37.0,-35.0,-43.0,-63.0,-77.0,-63.0,-33.0,-35.0,-37.0,-47.0,-61.0,-75.0,-79.0,-53.0
wlan2,2,9.64,6.4,1.01,1621504281.596649,0.0,-45.0,-35.0,-39.0,-35.0,-43.0,-63.0,-73.0,-55.0,-35.0,-35.0,-37.0,-47.0,-61.0,-79.0,-67.0,-51.0
wlan2,3,9.64,6.4,1.01,1621504286.1062574,-67.0,-41.0,-33.0,-37.0,-35.0,-39.0,-63.0,-73.0,-47.0,-35.0,-33.0,-39.0,-47.0,-55.0,-79.0,-67.0,-55.0
wlan2,4,9.64,6.4,1.01,1621504290.6233382,-67.0,-41.0,-33.0,-37.0,-35.0,-43.0,-63.0,-73.0,-63.0,-35.0,-33.0,-37.0,-47.0,-55.0,-79.0,-77.0,-55.0
wlan0,0,9.64,7.62,1.01,1621501776.2640529,-64.0,-45.0,-34.0,-41.0,-33.0,-42.0,-62.0,-73.0,-50.0,-44.0,-37.0,-42.0,-46.0,-57.0,0.0,-69.0,-51.0
wlan0,1,9.64,7.62,1.01,1621501780.44467,-64.0,-46.0,-32.0,-41.0,-33.0,-43.0,-62.0,-73.0,-47.0,-42.0,-37.0,-44.0,-66.0,-57.0,-72.0,-69.0,-50.0
wlan0,2,9.64,7.62,1.01,1621501784.634215,-64.0,-51.0,-66.0,-42.0,-33.0,-43.0,-62.0,-73.0,-47.0,-41.0,-35.0,-42.0,-45.0,-57.0,-71.0,-72.0,-52.0
wlan0,3,9.64,7.62,1.01,1621501788.799221,-62.0,-46.0,-35.0,-42.0,-33.0,-43.0,-61.0,-73.0,-48.0,-40.0,-34.0,-45.0,-43.0,-50.0,-71.0,-74.0,-51.0
wlan0,4,9.64,7.62,1.01,1621501792.9483714,-62.0,-44.0,-33.0,-42.0,-32.0,-41.0,-61.0,-73.0,-47.0,-43.0,-35.0,-43.0,-48.0,-55.0,-70.0,-70.0,-51.0
wlan1,0,9.64,7.62,1.01,1621501799.549205,-73.0,-49.0,-43.0,-47.0,-51.0,-43.0,-71.0,-73.0,-59.0,-77.0,0.0,-47.0,-65.0,0.0,-83.0,-75.0,-51.0
wlan1,1,9.64,7.62,1.01,1621501804.0164695,-73.0,-49.0,-41.0,-47.0,-51.0,-43.0,-71.0,-83.0,-59.0,-49.0,-41.0,-49.0,-69.0,0.0,-81.0,-75.0,-51.0
wlan1,2,9.64,7.62,1.01,1621501808.476233,-83.0,-49.0,-41.0,-47.0,-51.0,-45.0,-63.0,-93.0,-55.0,-49.0,-41.0,-47.0,-67.0,0.0,-81.0,-73.0,-51.0
wlan1,3,9.64,7.62,1.01,1621501812.9323616,-83.0,-47.0,-39.0,-47.0,-49.0,-45.0,-63.0,-83.0,-57.0,-49.0,-41.0,-47.0,-69.0,-67.0,-81.0,-77.0,-51.0
wlan1,4,9.64,7.62,1.01,1621501817.4141107,-83.0,-49.0,-41.0,-47.0,-49.0,-45.0,-63.0,-83.0,-57.0,-47.0,-41.0,-47.0,-67.0,-69.0,-81.0,-71.0,-51.0
wlan2,0,9.64,7.62,1.01,1621501823.988528,-61.0,-41.0,-33.0,-45.0,-33.0,-41.0,0.0,-85.0,0.0,-41.0,0.0,-43.0,-47.0,-59.0,-75.0,-71.0,-53.0
wlan2,1,9.64,7.62,1.01,1621501832.759356,-65.0,-43.0,-33.0,-43.0,-33.0,-39.0,-59.0,-79.0,-51.0,-37.0,0.0,-43.0,-49.0,-53.0,-75.0,-75.0,-51.0
wlan2,2,9.64,7.62,1.01,1621501837.279882,-65.0,-41.0,-33.0,-41.0,-33.0,-41.0,-59.0,-85.0,-47.0,-35.0,-71.0,-43.0,-49.0,-57.0,-75.0,-75.0,-51.0
wlan2,3,9.64,7.62,1.01,1621501841.7676928,-65.0,-41.0,-33.0,-43.0,-33.0,-41.0,-59.0,-81.0,-47.0,-37.0,-33.0,-43.0,-49.0,-57.0,-75.0,-75.0,-53.0
