name,sample,x,y,z,timestamp,00:0B:86:96:63:A0,00:0B:86:96:70:C2,00:11:32:9D:2B:30,00:11:32:9D:30:3A,00:11:32:AD:8C:82,00:11:32:AD:8E:B7,00:11:32:B6:7A:7F,00:1A:1E:F3:67:A0,04:8D:38:04:4E:86,0C:9D:92:02:8B:20,16:11:32:9D:2B:30,16:11:32:9D:30:3A,40:B0:76:34:03:48,44:A5:6E:41:9B:BA,6C:F3:7F:31:FA:22,B8:A3:86:57:17:67,DC:FB:02:61:9E:31
wlan2,4,5.98,5.18,1.01,1621505735.4697125,-57.0,-43.0,-25.0,-35.0,-33.0,-45.0,-63.0,-75.0,-47.0,-29.0,-27.0,-37.0,-49.0,-55.0,-69.0,-65.0,-57.0
wlan0,0,5.98,6.4,1.01,1621503810.7305644,-61.0,-46.0,-30.0,-38.0,-32.0,-47.0,-58.0,0.0,-49.0,-29.0,0.0,-35.0,-46.0,-56.0,0.0,-60.0,-56.0
wlan0,1,5.98,6.4,1.01,1621503814.9186409,-61.0,-39.0,-29.0,-38.0,-31.0,-49.0,-56.0,0.0,-57.0,-30.0,-64.0,-35.0,-43.0,-54.0,0.0,-59.0,-60.0
wlan0,2,5.98,6.4,1.01,1621503819.1646564,-61.0,-38.0,-28.0,-34.0,-30.0,-48.0,-58.0,0.0,-55.0,-29.0,-38.0,-35.0,-44.0,-51.0,0.0,-59.0,-57.0
wlan0,3,5.98,6.4,1.01,1621503823.317601,-50.0,-38.0,-29.0,-34.0,-30.0,-47.0,-58.0,0.0,-55.0,-28.0,-38.0,-35.0,-43.0,-52.0,0.0,-59.0,-57.0
wlan0,4,5.98,6.4,1.01,1621503827.477234,-61.0,-38.0,-29.0,-64.0,-31.0,-48.0,-58.0,0.0,-55.0,-30.0,-30.0,-35.0,-42.0,-55.0,0.0,-59.0,-61.0
wlan1,0,5.98,6.4,1.01,1621503834.0914767,0.0,-63.0,-43.0,-45.0,0.0,-45.0,-69.0,-85.0,-57.0,-45.0,-45.0,-43.0,-71.0,-61.0,0.0,-77.0,-53.0
wlan1,1,5.98,6.4,1.01,1621503838.5661175,-71.0,-51.0,-45.0,-45.0,-43.0,-45.0,-65.0,-91.0,-59.0,-45.0,-45.0,-43.0,-71.0,-59.0,0.0,-65.0,-51.0
wlan1,2,5.98,6.4,1.01,1621503849.2054625,-75.0,-51.0,-43.0,-45.0,-41.0,-45.0,-69.0,-89.0,-57.0,-45.0,-45.0,-43.0,-53.0,-61.0,-73.0,-77.0,-53.0
wlan1,3,5.98,6.4,1.01,1621503853.7172928,-75.0,-63.0,-45.0,-47.0,-41.0,-45.0,-67.0,-89.0,-57.0,-45.0,-45.0,-43.0,-53.0,-61.0,-75.0,-77.0,-53.0
wlan2,0,5.98,6.4,1.01,1621503860.290969,-65.0,-47.0,-53.0,-33.0,-31.0,-45.0,-57.0,-81.0,-45.0,-27.0,0.0,-33.0,-43.0,-57.0,-69.0,-67.0,-47.0
wlan2,1,5.98,6.4,1.01,1621503864.7962325,-65.0,-47.0,-53.0,-35.0,-31.0,-39.0,-57.0,-81.0,-49.0,-29.0,-35.0,-35.0,-45.0,-59.0,-67.0,-67.0,-47.0
wlan2,2,5.98,6.4,1.01,1621503869.3019016,-65.0,-45.0,-33.0,-35.0,-33.0,-45.0,-57.0,-83.0,-51.0,-69.0,-33.0,-35.0,-43.0,-59.0,-61.0,-71.0,-45.0
wlan2,3,5.98,6.4,1.01,1621503873.8087347,-65.0,-43.0,-35.0,-33.0,-31.0,-45.0,-57.0,-73.0,-51.0,-27.0,-35.0,-35.0,-43.0,-59.0,-61.0,-65.0,-47.0
wlan2,4,5.98,6.4,1.01,1621503878.303125,-51.0,-45.0,-33.0,-35.0,-31.0,-45.0,-59.0,-79.0,-51.0,-29.0,-33.0,-35.0,-43.0,-57.0,-67.0,-71.0,-47.0
wlan0,0,5.98,7.62,1.01,1621502719.8172038,-59.0,-45.0,-40.0,-38.0,-39.0,-50.0,-56.0,0.0,-54.0,-31.0,0.0,-38.0,-46.0,-50.0,0.0,-58.0,-54.0
wlan0,1,5.98,7.62,1.01,1621502724.0526788,-62.0,-66.0,-41.0,-35.0,-25.0,-47.0,-57.0,0.0,-52.0,-29.0,-67.0,-38.0,-39.0,-51.0,-70.0,-54.0,-54.0
wlan0,2,5.98,7.62,1.01,1621502728.3305955,-62.0,-46.0,-40.0,-35.0,-24.0,-48.0,-57.0,0.0,-52.0,-28.0,-67.0,-35.0,-46.0,-50.0,-65.0,-57.0,-55.0
wlan0,3,5.98,7.62,1.01,1621502732.6273994,-62.0,-47.0,-41.0,-35.0,-23.0,-50.0,-57.0,0.0,-53.0,-29.0,-41.0,-37.0,-46.0,-50.0,-65.0,-58.0,-54.0
wlan0,4,5.98,7.62,1.01,1621502736.858989,-62.0,-43.0,-40.0,-38.0,-24.0,-50.0,-56.0,0.0,-52.0,-31.0,-67.0,-38.0,-48.0,-53.0,-65.0,-53.0,-53.0
wlan1,0,5.98,7.62,1.01,1621502743.4503846,-79.0,0.0,-47.0,0.0,-43.0,-57.0,-71.0,-83.0,-55.0,-53.0,-47.0,0.0,-47.0,-65.0,-77.0,-79.0,-55.0
wlan1,1,5.98,7.62,1.01,1621502747.9233794,-79.0,-59.0,-47.0,0.0,-43.0,-57.0,-71.0,-81.0,-57.0,-51.0,-45.0,-47.0,-47.0,-65.0,-77.0,-75.0,-55.0
wlan1,2,5.98,7.62,1.01,1621502752.4113095,-79.0,-51.0,-45.0,-47.0,-43.0,-57.0,-61.0,-83.0,-67.0,-53.0,-45.0,-47.0,-51.0,-65.0,-77.0,-77.0,-55.0
wlan1,3,5.98,7.62,1.01,1621502756.9238427,-77.0,-51.0,-45.0,-47.0,-43.0,-57.0,-71.0,-81.0,-67.0,-51.0,-45.0,-47.0,-51.0,-65.0,-77.0,-73.0,-55.0
wlan1,4,5.98,7.62,1.01,1621502765.6808505,-79.0,-51.0,-45.0,-45.0,-41.0,-55.0,-71.0,-77.0,-55.0,-49.0,-45.0,-45.0,-51.0,-63.0,-77.0,-77.0,-59.0
wlan2,0,5.98,7.62,1.01,1621502772.3048909,-67.0,-49.0,-43.0,-37.0,-31.0,-47.0,-57.0,-79.0,-41.0,-31.0,-41.0,-37.0,-49.0,-51.0,-73.0,-65.0,-57.0
wlan2,1,5.98,7.62,1.01,1621502776.807192,-49.0,-45.0,-43.0,-37.0,-31.0,-47.0,-51.0,-77.0,-57.0,-33.0,-43.0,-39.0,-47.0,-51.0,-73.0,-63.0,-59.0
wlan2,2,5.98,7.62,1.01,1621502781.30716,-63.0,-47.0,-41.0,-37.0,-31.0,-49.0,-51.0,-87.0,-43.0,-33.0,-43.0,-39.0,-49.0,-53.0,-75.0,-65.0,-57.0
wlan2,3,5.98,7.62,1.01,1621502785.7989602,-59.0,-45.0,-41.0,-37.0,-31.0,-47.0,-51.0,-73.0,-41.0,-33.0,-43.0,-39.0,-47.0,-55.0,-75.0,-65.0,-55.0
wlan2,4,5.98,7.62,1.01,1621502790.3740153,-59.0,-45.0,-41.0,-37.0,-29.0,-41.0,-51.0,-85.0,-39.0,-33.0,-43.0,-37.0,-49.0,-55.0,-69.0,-65.0,-55.0
wlan0,0,7.22,7.62,1.01,1621502588.8675005,-59.0,-39.0,-41.0,-41.0,-30.0,-44.0,0.0,0.0,0.0,-34.0,-46.0,-40.0,-62.0,0.0,0.0,-70.0,-55.0
wlan0,1,7.22,7.62,1.01,1621502592.995468,-59.0,-42.0,-43.0,-39.0,-28.0,-43.0,0.0,0.0,0.0,-33.0,-40.0,-40.0,-41.0,-62.0,0.0,-65.0,-53.0
wlan0,2,7.22,7.62,1.01,1621502597.2511518,-59.0,-39.0,-39.0,-41.0,-30.0,-45.0,-62.0,0.0,0.0,-31.0,-40.0,-41.0,-40.0,-62.0,0.0,-67.0,-56.0
wlan0,3,7.22,7.62,1.01,1621502601.420766,-59.0,-42.0,-39.0,-41.0,-28.0,-43.0,-61.0,0.0,-60.0,-33.0,-39.0,-41.0,-41.0,-61.0,0.0,-61.0,-56.0
wlan0,4,7.22,7.62,1.01,1621502605.5855176,-59.0,-38.0,-40.0,-41.0,-28.0,-46.0,-50.0,-72.0,-61.0,-32.0,-42.0,-46.0,-40.0,-63.0,-71.0,-63.0,-55.0
wlan1,0,7.22,7.62,1.01,1621502612.2390118,-67.0,-57.0,-47.0,-45.0,-45.0,-57.0,-61.0,-81.0,-67.0,-39.0,-47.0,-45.0,0.0,-69.0,-85.0,-69.0,-61.0
wlan1,1,7.22,7.62,1.01,1621502616.7160027,-67.0,-55.0,-47.0,-45.0,-45.0,-57.0,0.0,-83.0,-59.0,-39.0,-47.0,-45.0,-51.0,0.0,-85.0,-69.0,-61.0
wlan1,2,7.22,7.62,1.01,1621502621.1961946,-73.0,-55.0,-47.0,-45.0,-43.0,-59.0,-71.0,-77.0,-59.0,-41.0,-47.0,-45.0,-51.0,-69.0,-83.0,-71.0,-63.0
wlan1,3,7.22,7.62,1.01,1621502625.7082338,-59.0,-55.0,-47.0,-43.0,-43.0,-73.0,-69.0,-75.0,-63.0,-41.0,-47.0,-45.0,-51.0,-69.0,-75.0,-69.0,-63.0
wlan1,4,7.22,7.62,1.01,1621502630.212122,-73.0,-55.0,-45.0,-47.0,-43.0,-57.0,-69.0,-81.0,-61.0,-39.0,-47.0,-45.0,-49.0,-67.0,-83.0,-69.0,-61.0
wlan2,0,7.22,7.62,1.01,1621502636.7959619,0.0,-47.0,-35.0,0.0,0.0,-47.0,-57.0,-75.0,-57.0,-27.0,0.0,-43.0,-47.0,-69.0,-79.0,-71.0,-61.0
wlan2,1,7.22,7.62,1.01,1621502645.5802467,0.0,-47.0,-37.0,0.0,-33.0,-47.0,-57.0,-75.0,-49.0,-27.0,-37.0,-37.0,-49.0,-69.0,-83.0,-71.0,-61.0
wlan2,2,7.22,7.62,1.01,1621502651.9075124,-71.0,-47.0,-37.0,0.0,-35.0,-47.0,-49.0,-69.0,-57.0,-29.0,-37.0,-37.0,-49.0,-69.0,-81.0,-71.0,-63.0
wlan2,3,7.22,7.62,1.01,1621502656.4085734,-63.0,-45.0,-37.0,-43.0,-33.0,-45.0,-49.0,-79.0,-57.0,-27.0,-37.0,-37.0,-49.0,-69.0,-83.0,-73.0,-61.0
wlan0,0,7.2,1.52,1.01,1621513484.0023005,-57.0,-49.0,-40.0,-40.0,-38.0,-43.0,-62.0,-69.0,-52.0,-30.0,-35.0,-43.0,-48.0,0.0,-72.0,-63.0,0.0
wlan0,1,7.2,1.52,1.01,1621513488.1924741,-55.0,-49.0,-36.0,-44.0,-36.0,-41.0,-62.0,-69.0,-48.0,-31.0,-35.0,-44.0,-49.0,0.0,-71.0,-63.0,-59.0
wlan0,2,7.2,1.52,1.01,1621513492.4020624,-55.0,-45.0,-41.0,-38.0,-33.0,-43.0,-62.0,-69.0,-47.0,-30.0,-41.0,-39.0,-52.0,-54.0,-71.0,-65.0,-59.0
wlan0,3,7.2,1.52,1.01,1621513496.5833778,-59.0,-50.0,-34.0,-39.0,-38.0,-68.0,-64.0,-69.0,-50.0,-30.0,-34.0,-41.0,-50.0,-67.0,-71.0,-59.0,-59.0
wlan0,4,7.2,1.52,1.01,1621513504.7466116,-59.0,-44.0,-29.0,-38.0,-33.0,-40.0,-64.0,-73.0,-54.0,-36.0,-33.0,-40.0,-46.0,-65.0,-71.0,-58.0,-57.0
wlan1,0,7.2,1.52,1.01,1621513511.3983376,0.0,-47.0,0.0,-43.0,-43.0,-59.0,0.0,-77.0,-59.0,-41.0,-43.0,-43.0,-53.0,0.0,-73.0,-71.0,-67.0
wlan1,1,7.2,1.52,1.01,1621513515.8843606,0.0,-47.0,0.0,-43.0,-41.0,-53.0,-69.0,-73.0,-65.0,-41.0,-43.0,-41.0,-53.0,0.0,-73.0,-71.0,-69.0
wlan1,2,7.2,1.52,1.01,1621513520.3759954,-79.0,-47.0,-41.0,-41.0,-41.0,-59.0,-65.0,-75.0,-77.0,-39.0,-43.0,-43.0,-55.0,0.0,-75.0,-69.0,-73.0
wlan1,3,7.2,1.52,1.01,1621513524.8564825,-73.0,-49.0,-41.0,-45.0,-41.0,-59.0,-65.0,-79.0,-63.0,-41.0,-43.0,-43.0,-55.0,0.0,-75.0,-75.0,-61.0
wlan1,4,7.2,1.52,1.01,1621513529.3721962,-73.0,-47.0,-41.0,-41.0,-41.0,-59.0,-65.0,-81.0,-61.0,-39.0,-43.0,-43.0,-57.0,0.0,-87.0,-71.0,-63.0
wlan2,0,7.2,1.52,1.01,1621513535.992463,-67.0,-49.0,-31.0,0.0,-29.0,-45.0,-71.0,-73.0,-43.0,-31.0,0.0,0.0,-51.0,0.0,-79.0,-65.0,-51.0
wlan2,1,7.2,1.52,1.01,1621513540.4893415,-67.0,-53.0,-59.0,-41.0,-29.0,-45.0,-71.0,-71.0,-47.0,-29.0,0.0,0.0,-51.0,0.0,-77.0,-65.0,-57.0
wlan2,2,7.2,1.52,1.01,1621513544.9712715,-67.0,-55.0,-29.0,-41.0,-29.0,-41.0,-65.0,-69.0,-47.0,-31.0,-27.0,0.0,-51.0,-71.0,-73.0,-67.0,-51.0
wlan2,3,7.2,1.52,1.01,1621513549.4879992,-67.0,-47.0,-29.0,-41.0,-29.0,-41.0,-65.0,-71.0,-53.0,-31.0,-31.0,0.0,-51.0,-71.0,-63.0,-83.0,-53.0
wlan2,4,7.2,1.52,1.01,1621513554.0125456,-67.0,-49.0,-33.0,-39.0,-29.0,-47.0,-65.0,-71.0,-45.0,-33.0,-31.0,0.0,-55.0,-71.0,-81.0,-65.0,-53.0
wlan0,0,5.98,2.13,1.01,1621508372.484466,-67.0,-50.0,-29.0,-42.0,-32.0,-45.0,-66.0,-72.0,-53.0,-32.0,-27.0,-43.0,-51.0,-58.0,0.0,-63.0,-50.0
wlan0,1,5.98,2.13,1.01,1621508376.5575573,0.0,-49.0,-34.0,-37.0,-67.0,-49.0,-62.0,-73.0,-53.0,-29.0,-33.0,-37.0,-50.0,0.0,0.0,-60.0,-65.0
wlan0,2,5.98,2.13,1.01,1621508380.8022006,0.0,-52.0,-33.0,-35.0,-37.0,-48.0,-57.0,-69.0,-53.0,-28.0,-57.0,-39.0,-50.0,-56.0,0.0,-58.0,-51.0
wlan0,3,5.98,2.13,1.01,1621508385.0360768,-62.0,-52.0,-30.0,-39.0,-34.0,-49.0,-57.0,-69.0,-56.0,-28.0,-57.0,-36.0,-51.0,-54.0,-73.0,-58.0,-49.0
wlan0,4,5.98,2.13,1.01,1621508389.3229089,-62.0,-54.0,-32.0,-36.0,-36.0,-47.0,-59.0,-70.0,-56.0,-29.0,-32.0,-36.0,-52.0,-51.0,-71.0,-62.0,-51.0
wlan1,0,5.98,2.13,1.01,1621508395.9083016,0.0,-59.0,0.0,-41.0,-41.0,-47.0,-71.0,-77.0,-57.0,-39.0,-41.0,0.0,-53.0,-65.0,-83.0,-65.0,-69.0
wlan1,1,5.98,2.13,1.01,1621508400.4010296,-75.0,-53.0,-39.0,-41.0,-41.0,-51.0,-65.0,-65.0,-65.0,-39.0,-41.0,0.0,-51.0,-65.0,-81.0,-67.0,-69.0
wlan1,2,5.98,2.13,1.01,1621508404.7016973,-75.0,-61.0,-39.0,-41.0,-43.0,-49.0,-65.0,-85.0,-65.0,-41.0,-41.0,0.0,-51.0,-65.0,-83.0,-69.0,-71.0
wlan1,3,5.98,2.13,1.01,1621508409.2090645,-75.0,-63.0,-39.0,-41.0,-43.0,-49.0,-65.0,-67.0,-65.0,-41.0,-41.0,0.0,-51.0,-65.0,-73.0,-71.0,-69.0
wlan1,4,5.98,2.13,1.01,1621508413.7331884,-75.0,-63.0,-41.0,-41.0,-43.0,-49.0,-71.0,-81.0,-65.0,-39.0,-41.0,0.0,-49.0,-65.0,-75.0,-69.0,-69.0
wlan2,0,5.98,2.13,1.01,1621508420.3055596,-69.0,-53.0,-31.0,-29.0,-29.0,-39.0,-65.0,-73.0,-43.0,-21.0,-31.0,-29.0,0.0,-65.0,-73.0,-63.0,-49.0
wlan2,1,5.98,2.13,1.01,1621508424.7767322,-61.0,-51.0,-31.0,-29.0,-29.0,-43.0,-63.0,-73.0,-45.0,-21.0,-31.0,-29.0,-59.0,-65.0,-73.0,-67.0,-51.0
wlan2,2,5.98,2.13,1.01,1621508429.2415342,-61.0,-49.0,-33.0,-29.0,-31.0,-43.0,-61.0,-77.0,-45.0,-21.0,-31.0,-29.0,-59.0,-65.0,-73.0,-67.0,-51.0
wlan2,3,5.98,2.13,1.01,1621508433.7047093,-69.0,-49.0,-31.0,-29.0,-29.0,-43.0,-57.0,-83.0,-43.0,-21.0,-31.0,-29.0,-59.0,-65.0,-73.0,-63.0,-57.0
wlan2,4,5.98,2.13,1.01,1621508438.1890516,-69.0,-55.0,-31.0,-29.0,-31.0,-39.0,-57.0,-75.0,-43.0,-21.0,-31.0,-29.0,-57.0,-59.0,-73.0,-63.0,-49.0
wlan0,0,7.2,2.74,1.01,1621511930.507476,0.0,-44.0,-31.0,-40.0,-33.0,-40.0,-56.0,0.0,-62.0,-24.0,0.0,-40.0,-50.0,-58.0,0.0,-58.0,-53.0
wlan0,1,7.2,2.74,1.01,1621511934.6642127,-58.0,-48.0,-36.0,-40.0,-33.0,-36.0,-54.0,0.0,-59.0,-24.0,-33.0,-40.0,-53.0,-58.0,0.0,-57.0,-51.0
wlan0,2,7.2,2.74,1.01,1621511938.868066,-58.0,-46.0,-31.0,-40.0,-33.0,-42.0,-53.0,0.0,-53.0,-28.0,-55.0,-40.0,-53.0,-59.0,0.0,-58.0,-51.0
wlan0,3,7.2,2.74,1.01,1621511947.0014498,-57.0,-47.0,-36.0,-40.0,-33.0,-37.0,-53.0,0.0,-55.0,-22.0,-35.0,-39.0,-52.0,-60.0,-70.0,-63.0,-51.0
wlan1,0,7.2,2.74,1.01,1621511953.5872555,-67.0,-61.0,-39.0,0.0,-43.0,-47.0,0.0,-83.0,-61.0,-39.0,0.0,-43.0,-53.0,-69.0,-81.0,-75.0,-65.0
wlan1,1,7.2,2.74,1.01,1621511958.08546,-67.0,-49.0,-39.0,-45.0,-41.0,-49.0,0.0,-81.0,-59.0,-39.0,0.0,-43.0,-53.0,-69.0,-83.0,-77.0,-65.0
wlan1,2,7.2,2.74,1.01,1621511962.5404449,-67.0,-61.0,-39.0,-45.0,-41.0,-49.0,-63.0,-85.0,-73.0,-57.0,-37.0,-43.0,-55.0,-69.0,-79.0,-71.0,-65.0
wlan1,3,7.2,2.74,1.01,1621511967.0284214,-65.0,-47.0,-39.0,-43.0,-41.0,-49.0,-71.0,-83.0,-73.0,-39.0,-37.0,-45.0,-55.0,-67.0,-75.0,-75.0,-65.0
wlan1,4,7.2,2.74,1.01,1621511971.5644922,-67.0,-59.0,-39.0,-43.0,-41.0,-47.0,-71.0,-83.0,-73.0,-41.0,-37.0,-45.0,-53.0,-67.0,-83.0,-71.0,-65.0
wlan2,0,7.2,2.74,1.01,1621511978.1147795,-59.0,0.0,0.0,0.0,-31.0,-37.0,-47.0,-75.0,-47.0,-23.0,0.0,0.0,-47.0,-63.0,-79.0,-71.0,0.0
wlan2,1,7.2,2.74,1.01,1621511982.557627,-59.0,0.0,0.0,-39.0,-29.0,-37.0,-61.0,-75.0,-47.0,-25.0,0.0,-39.0,-35.0,-63.0,-81.0,-65.0,-63.0
wlan2,2,7.2,2.74,1.01,1621511987.0928702,-69.0,0.0,0.0,-39.0,-47.0,-39.0,-61.0,-75.0,-47.0,-23.0,-31.0,-39.0,-35.0,-63.0,-79.0,-71.0,-63.0
wlan2,3,7.2,2.74,1.01,1621511991.5863974,-69.0,-57.0,-31.0,-39.0,-31.0,-37.0,-61.0,-79.0,-47.0,-25.0,-31.0,-39.0,-49.0,-63.0,-81.0,-65.0,-63.0
wlan2,4,7.2,2.74,1.01,1621511996.0613668,-61.0,-57.0,-29.0,-39.0,-29.0,-37.0,-61.0,-75.0,-45.0,-23.0,-31.0,-39.0,-47.0,-63.0,-79.0,-69.0,-63.0
wlan0,0,7.2,3.96,1.01,1621506806.6081686,-65.0,-40.0,-58.0,-39.0,-30.0,-39.0,-53.0,0.0,-57.0,-29.0,0.0,-42.0,-51.0,-58.0,0.0,-62.0,-52.0
wlan0,1,7.2,3.96,1.01,1621506810.843223,-65.0,-39.0,-31.0,-39.0,-66.0,-39.0,-49.0,-66.0,-55.0,-31.0,-32.0,-39.0,-50.0,-57.0,0.0,-59.0,-50.0
wlan0,2,7.2,3.96,1.01,1621506815.0285685,0.0,-41.0,-32.0,-38.0,-35.0,-41.0,-56.0,-70.0,-56.0,-30.0,-31.0,-38.0,-45.0,-57.0,0.0,-59.0,-50.0
wlan0,3,7.2,3.96,1.01,1621506819.2855065,-65.0,-40.0,-31.0,-36.0,-30.0,-40.0,-58.0,-69.0,-54.0,-31.0,-58.0,-38.0,-53.0,-57.0,0.0,-59.0,-49.0
wlan0,4,7.2,3.96,1.01,1621506823.519337,-63.0,-39.0,-37.0,-38.0,-29.0,-41.0,-57.0,-69.0,-55.0,-30.0,-32.0,-38.0,-54.0,-57.0,-68.0,-54.0,-49.0
wlan1,0,7.2,3.96,1.01,1621506831.807038,0.0,-55.0,-43.0,0.0,-37.0,-49.0,-67.0,-75.0,0.0,-45.0,0.0,0.0,-55.0,-61.0,-85.0,-73.0,-57.0
wlan1,1,7.2,3.96,1.01,1621506836.28191,-65.0,-59.0,-43.0,-53.0,-37.0,-51.0,-67.0,-77.0,-67.0,-47.0,-41.0,0.0,-55.0,-61.0,-79.0,-65.0,-89.0
wlan1,2,7.2,3.96,1.01,1621506845.0362632,-65.0,-59.0,-41.0,-53.0,-39.0,-51.0,-67.0,-67.0,-77.0,-45.0,-41.0,-51.0,-53.0,-61.0,-85.0,-73.0,-55.0
wlan1,3,7.2,3.96,1.01,1621506849.6607401,-65.0,-57.0,-41.0,-51.0,-37.0,-51.0,-67.0,-75.0,-67.0,-45.0,-41.0,-51.0,-55.0,-59.0,-79.0,-75.0,-55.0
wlan2,0,7.2,3.96,1.01,1621506857.878208,-57.0,-43.0,-35.0,0.0,-25.0,-41.0,0.0,-71.0,-55.0,-31.0,-39.0,-43.0,-49.0,-57.0,-69.0,-69.0,-47.0
wlan2,1,7.2,3.96,1.01,1621506862.3983915,-57.0,-47.0,-33.0,-41.0,-25.0,-41.0,0.0,-75.0,-59.0,-29.0,-33.0,-43.0,-49.0,-57.0,-73.0,-63.0,-47.0
wlan2,2,7.2,3.96,1.01,1621506866.9426975,-65.0,-49.0,-37.0,-43.0,-25.0,-43.0,0.0,-71.0,-59.0,-31.0,-37.0,-43.0,-51.0,-59.0,-69.0,-69.0,-49.0
wlan2,3,7.2,3.96,1.01,1621506871.5954711,-63.0,-49.0,-35.0,-43.0,-27.0,-43.0,0.0,-75.0,-47.0,-31.0,-35.0,-43.0,-53.0,-57.0,-71.0,-63.0,-47.0
wlan2,4,7.2,3.96,1.01,1621506876.2331865,-63.0,-43.0,-35.0,-41.0,-27.0,-45.0,0.0,-71.0,-47.0,-31.0,-35.0,-43.0,-51.0,-55.0,-63.0,-69.0,-49.0
wlan0,0,7.2,5.18,1.01,1621505516.590297,0.0,-39.0,-36.0,-40.0,-31.0,-45.0,-52.0,-72.0,0.0,-31.0,0.0,-40.0,-47.0,0.0,-69.0,-67.0,-48.0
wlan0,1,7.2,5.18,1.01,1621505524.560626,-62.0,-63.0,-34.0,-41.0,-30.0,-42.0,-59.0,-70.0,0.0,-29.0,0.0,-42.0,-48.0,-56.0,-69.0,-59.0,-49.0
wlan0,2,7.2,5.18,1.01,1621505528.7502482,-62.0,-66.0,-34.0,-44.0,-30.0,-53.0,-60.0,-70.0,-60.0,-31.0,0.0,-42.0,-65.0,-57.0,-69.0,-59.0,-48.0
wlan0,3,7.2,5.18,1.01,1621505532.890074,-58.0,-46.0,-34.0,-41.0,-30.0,-43.0,-60.0,-70.0,-60.0,-29.0,0.0,-44.0,-47.0,-60.0,-69.0,-61.0,-47.0
wlan1,0,7.2,5.18,1.01,1621505539.4659126,-69.0,-49.0,-43.0,-51.0,-43.0,-53.0,-67.0,-79.0,-61.0,-47.0,-43.0,-47.0,-51.0,-67.0,-83.0,-81.0,-59.0
wlan1,1,7.2,5.18,1.01,1621505543.9344046,-69.0,-51.0,-41.0,-51.0,-43.0,-53.0,-67.0,-85.0,-61.0,-45.0,-43.0,-47.0,-51.0,-67.0,-79.0,-83.0,-57.0
wlan1,2,7.2,5.18,1.01,1621505548.4158762,-67.0,-55.0,-41.0,-51.0,-43.0,-55.0,-67.0,-81.0,-59.0,-43.0,-43.0,-49.0,-53.0,-67.0,-81.0,-81.0,-59.0
wlan1,3,7.2,5.18,1.01,1621505552.8944733,-65.0,-55.0,-43.0,-49.0,-41.0,-55.0,-67.0,-79.0,-57.0,-43.0,-41.0,-49.0,-53.0,-69.0,-81.0,-83.0,-57.0
wlan1,4,7.2,5.18,1.01,1621505557.366185,-67.0,-55.0,-41.0,-51.0,-43.0,-55.0,-71.0,-81.0,-57.0,-43.0,-41.0,-49.0,-55.0,-69.0,-81.0,-83.0,-59.0
wlan2,0,7.2,5.18,1.01,1621505563.903373,-51.0,-41.0,-33.0,-39.0,-29.0,-43.0,0.0,-75.0,0.0,-31.0,0.0,-39.0,0.0,0.0,-71.0,-73.0,-47.0
wlan2,1,7.2,5.18,1.01,1621505568.4192786,-51.0,-41.0,-33.0,-39.0,-29.0,-43.0,0.0,-75.0,-45.0,-31.0,0.0,-39.0,0.0,-53.0,-73.0,-73.0,-47.0
wlan2,2,7.2,5.18,1.01,1621505572.9228847,-51.0,-41.0,-33.0,-39.0,-29.0,-43.0,0.0,-69.0,-45.0,-33.0,0.0,-39.0,-51.0,-53.0,-69.0,-75.0,-47.0
wlan2,3,7.2,5.18,1.01,1621505577.410451,-51.0,-41.0,-31.0,-39.0,-29.0,-43.0,0.0,-75.0,-57.0,-33.0,0.0,-39.0,-53.0,-53.0,-73.0,-73.0,-47.0
wlan2,4,7.2,5.18,1.01,1621505586.311197,-51.0,-41.0,-37.0,-69.0,-29.0,-43.0,-65.0,-75.0,-61.0,-33.0,-31.0,-39.0,-55.0,-53.0,-71.0,-79.0,-45.0
wlan0,0,7.2,6.4,1.01,1621503969.0932288,0.0,-54.0,-67.0,-32.0,-30.0,-38.0,-60.0,0.0,0.0,-34.0,-31.0,-33.0,-56.0,-55.0,0.0,-57.0,-46.0
wlan0,1,7.2,6.4,1.01,1621503973.232704,0.0,-52.0,-30.0,-32.0,-51.0,-38.0,-61.0,0.0,-51.0,-34.0,-31.0,-33.0,-46.0,-55.0,0.0,-58.0,-49.0
wlan0,2,7.2,6.4,1.01,1621503977.4650712,-60.0,-48.0,-30.0,-35.0,-30.0,-38.0,-61.0,0.0,-55.0,-33.0,-30.0,-34.0,-45.0,-55.0,0.0,-62.0,-46.0
wlan0,3,7.2,6.4,1.01,1621503981.6781313,-60.0,-41.0,-30.0,-32.0,-32.0,-38.0,-48.0,0.0,-57.0,-35.0,-30.0,-34.0,-46.0,-56.0,0.0,-61.0,-48.0
wlan0,4,7.2,6.4,1.01,1621503985.829277,-60.0,-42.0,-30.0,-34.0,-30.0,-57.0,-48.0,0.0,-57.0,-35.0,-30.0,-34.0,-48.0,-54.0,0.0,-57.0,-48.0
wlan1,0,7.2,6.4,1.01,1621503992.425757,0.0,-57.0,-41.0,0.0,-39.0,-53.0,-69.0,-77.0,-65.0,-43.0,-41.0,-45.0,-59.0,0.0,0.0,-83.0,-59.0
wlan1,1,7.2,6.4,1.01,1621503996.9205413,-71.0,-55.0,-41.0,0.0,-41.0,-53.0,0.0,-85.0,-65.0,-43.0,-41.0,-45.0,-59.0,-67.0,0.0,-75.0,-57.0
